decision,final_wording,surface,file,concept,note,blocked_on,retired_words_to_fix,#factions,ua,snide,wow,coven,ephemerists,everymen,singularity,albescent,na
GENERIC,Level {{level}},task card,feed.json,taskCard.{F}.level,Adopted from feed:taskCard.na.levelCaption. || Old per-faction values contain retired words; moot — replaced by one shared string.,,,2,,,,,level {{level}},,,Lvl {{level}},
CUT,,task card,feed.json,taskCard.{F}.motto,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,exhibit C · no single here,,,,
CUT,,task card,feed.json,taskCard.{F}.coordXPrefix,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,x 14 · y ,,,,
CUT,,task card,feed.json,taskCard.{F}.coordPolar,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,r 47 · θ 31°,,,,
CUT,,task card,feed.json,taskCard.{F}.vanishingLabel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,∞ · vanishing,,,,
CUT,,task card,feed.json,taskCard.{F}.marginalia,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,¼″ wider within than without †,,,,
GENERIC,{{points}} points,task card,feed.json,taskCard.{F}.points,Adopted from feed:taskCard.na.pointsUnit. || Old per-faction values contain retired words; moot — replaced by one shared string.,,,2,,,,,{{points}} pvncta,{{points}} PTS,,,
CUT,,task card,feed.json,taskCard.{F}.footnote,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,† the road does not return you to where you began — <1>see †</1>,,,,
USE names.{F},,task card,feed.json,taskCard.{F}.masthead,"RESOLVE TO names.{F} — this slot duplicates the faction name, which stays per-faction. Delete the string, read the name.",,,3,,,,the cozy coven,Ephemerists,THE EVERYMEN,,,
CUT,,task card,feed.json,taskCard.{F}.sealUnit,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,POINTS,,,
CUT,,task card,feed.json,taskCard.{F}.billMasthead,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,Help Wanted!,,,
CUT,,task card,feed.json,taskCard.{F}.dispatchNumber,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,dispatch №{{number}},,,,,,,
CUT,,task card,feed.json,taskCard.{F}.scrawl,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,"your assignment, should you ignore it —",,,,,,,
CUT,,task card,feed.json,taskCard.{F}.pointsLabel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,PTS:,,
CUT,,task card,feed.json,taskCard.{F}.levelLabel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,LVL: {{level}},,
CUT,,task card,feed.json,taskCard.{F}.levelPill,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,lvl {{level}},,
CUT,,task card,feed.json,taskCard.{F}.windowTitle,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,task.proc — singularity,,
CUT,,task card,feed.json,taskCard.{F}.estLine,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,A daily practice,,,,,,,,
CUT,,task card,feed.json,taskCard.{F}.pointsLine,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,{{points}} points,,,,,,,,
CUT,,task card,feed.json,taskCard.{F}.decree,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,By Royal Decree,,,,,,
CUT,,task card,feed.json,taskCard.{F}.byOrder,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,by order of the Whimsy Court,,,,,,
CUT,,faction card,feed.json,factionCard.{F}.eyebrow,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,2,,,,,World Zero · Faction №5,World Zero · Faction,,,
CUT,,faction card,feed.json,factionCard.{F}.subtitle,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,field dispatch,,,,,,,
CUT,,faction card,feed.json,factionCard.{F}.kicker,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,THE EVERYMEN WANT YOU,,,
CUT,,faction card,feed.json,factionCard.{F}.summons,"Generic feed:factionCard.newInvitation already exists (""NEW INVITATION"").",,,1,,,,,,NEW SUMMONS · {{note}},,,
CUT,,faction card,feed.json,factionCard.{F}.motto,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,UNITED · WE · STAND,,,
GENERIC,This faction hasn't written a description yet.,faction card,feed.json,factionCard.{F}.blurbFallback,NEW SHARED WORDING — No generic existed; everymen had the only value.,,,1,,,,,,"No tricks, no inner circle, no waiting to be chosen. The Everymen do the work in front of them and finish what they start.",,,
CUT,,faction card,feed.json,factionCard.{F}.perks.honestPoints,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,Honest tasks with honest points,,,
CUT,,faction card,feed.json,factionCard.{F}.perks.finishesWork,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,A faction that finishes what it starts,,,
CUT,,faction card,feed.json,factionCard.{F}.perks.stampedWork,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,Your work stamped by the people beside you,,,
FACTION,,faction hero,feed.json,factionHero.{F}.factionLine,,,,1,,,,,,,,Faction · {{name}},
FACTION,,faction hero,feed.json,factionHero.{F}.unrankedLine,,,,1,,,,,,,,Unranked · By design,
FACTION,,faction hero,feed.json,factionHero.{F}.motto,,,,7,,NOTHING MATTERS — DO IT ANYWAY,“Whimsy for everyone.”,"make it weird, make it matter",OMNIA · TRANSEUNT,THE WORK OUTLASTS THE WORKER,THE THRESHOLD IS ALREADY BEHIND US,The work is the work,
FACTION,,faction hero,feed.json,factionHero.{F}.stats.members,,,,8,practising,operatives,Knights,witches,ephemerists,card-carrying,nodes online,Keepers,
GENERIC,Tasks open,faction hero,feed.json,factionHero.{F}.stats.tasks,"MOVED TO GENERIC: every value here NAMES the task (""sheets open"", ""open jobs"", ""Quests Afoot"", ""open truths"", ""work orders"", ""open protocols""). Enforcing the shared noun makes all 8 identical, so the slot is no longer faction copy.",,,8,sheets open,open jobs,Quests Afoot,quests open,open truths,work orders,open protocols,Open Work,
GENERIC,Praxis submitted,faction hero,feed.json,factionHero.{F}.stats.praxes,"MOVED TO GENERIC: every value NAMES the praxis and/or the submit verb (""pieces sealed"", ""filed lately"", ""Chronicles Sealed"", ""spells filed"", ""reports filed""). Enforcing both rulings makes all 8 identical.",,,8,pieces sealed,filed lately,Chronicles Sealed,spells filed,sealed lately,reports filed,sealed lately,Returned,
FACTION,,faction hero,feed.json,factionHero.{F}.eyebrow,,,,6,World Zero · A daily practice,World Zero · faction no. 4,World Zero · the Court of Whimsy,World Zero · Faction · est. MMXXI,World Zero · Faction №5 — the road's keepers,World Zero · Faction,,,
FACTION,,faction hero,feed.json,factionHero.{F}.descriptionFallback,,,,7,"One true piece, then another. The satisfaction is in the making, not the tally.",Nothing matters. We do it anyway.,"Gold-clad knights who take the silly seriously. We deliver soliloquies to houseplants, joust with pool noodles, and mean every word of it.",Nobody said the work couldn't be fun. Cast something.,Wanderers who set down what is true before it passes.,Nobody's coming to fix it but us. Report for duty.,"Through execution comes understanding, through understanding, a stronger signal",,
FACTION,,faction hero,feed.json,factionHero.{F}.gloss,,,,1,,,,,† nothing keeps. we keep the record anyway — <1>see †</1>,,,,
FACTION,,faction hero,feed.json,factionHero.{F}.boot.faction,,,,1,,,,,,,FACTION: {{name}},,
FACTION,,faction hero,feed.json,factionHero.{F}.boot.status,,,,1,,,,,,,STATUS: ACTIVE · ARRAYS ONLINE,,
FACTION,,faction hero,feed.json,factionHero.{F}.boot.threshold,,,,1,,,,,,,THRESHOLD: <1>CROSSED</1>,,
FACTION,,faction hero,feed.json,factionHero.{F}.readoutTitle,,,,1,,,,,,,SYSTEM READOUT,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.masthead,,,,2,World Zero · Nº I,Field Dispatch · Nº 0666,,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.wordmark,,,,1,UA,,,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.subtitle,,,,1,A daily practice of making things.,,,,,,,,
FACTION,"ua: “Ars longa, spiritus brevis.” We practise. Not for the badge — for the making itself. Come sit with the work. | snide: Your assignment, should you ignore it. Specialists in gleeful disorder — bounties on the boring, and points for the trouble nobody else will take. | coven: A little magic, a lot of mischief. World Zero's coven for the soft and the strange — take a task, cast a small spell, let the circle cheer. | ephemerists: There is no single here. Wanderers who set down what is true before the road moves on — and keep the record anyway. | singularity: The signal does not sleep. A distributed intelligence resolving noise into signal, one verified task at a time. | albescent: Some work leaves no record. An unranked society that keeps its own counsel — and yours. | na: Every path is still open. Unaffiliated players take any task on the board and answer to no banner — pick a side when one of them earns it.",faction select picker,feed.json,factionSelect.{F}.blurb,"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,7,"“Ars longa, spiritus brevis.” We practise. Not for the badge — for the making itself. Come sit with the work.","Your assignment, should you ignore it. Specialists in gleeful disorder — bounties on the boring, and points for the trouble nobody else will take.",,"A little magic, a lot of mischief. World Zero's coven for the soft and the strange — take a task, cast a small spell, let the circle cheer.",There is no single here. Wanderers who set down what is true before the road moves on — and keep the record anyway.,,"The signal does not sleep. A distributed intelligence resolving noise into signal, one verified task at a time.",Some work leaves no record. An unranked society that keeps its own counsel — and yours.,Every path is still open. Unaffiliated players take any task on the board and answer to no banner — pick a side when one of them earns it.
FACTION,ua: Submit work worth holding up to earn your place. | snide: Cause enough trouble and we’ll be in touch. | wow: Prove thou canst keep a straight face. | coven: Do the tiny brave thing to be invited ✦ | ephemerists: Walk far enough and the map redraws for you. | everymen: Put in the shift and there’s a place for you. | singularity: // accrue signal to be granted access | albescent: Some are noticed. Few are ever named. | na: No faction has claimed you.,faction select picker,feed.json,factionSelect.{F}.status.locked,"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,9,Submit work worth holding up to earn your place.,Cause enough trouble and we’ll be in touch.,Prove thou canst keep a straight face.,Do the tiny brave thing to be invited ✦,Walk far enough and the map redraws for you.,Put in the shift and there’s a place for you.,// accrue signal to be granted access,Some are noticed. Few are ever named.,No faction has claimed you.
FACTION,,faction select picker,feed.json,factionSelect.{F}.status.eligible,,,,9,A seat is kept for you.,Consider yourself recruited.,The Court has a spare breastplate in thy size.,The circle has opened for you ✦,The road has opened.,There’s a place for you — take it.,"// access granted — welcome, operator",You have been noticed.,Every door is still open.
FACTION,,faction select picker,feed.json,factionSelect.{F}.status.member,"FALSE POSITIVE: wow ""Sworn, sealed and gloriously daft"" — same idiom.",,,9,Practising — one true piece a day.,Active operative — welcome to the mess.,"Sworn, sealed and gloriously daft.",You’re one of us now ✦,Fellow wanderer — mind the tides.,On the line with us.,// node online,Named — and unrecorded.,Standing apart — all paths open.
FACTION,,faction select picker,feed.json,factionSelect.{F}.members_one,,,,9,{{count}} practising,{{count}} operative,{{count}} knight,{{count}} witch ✦,{{count}} wanderer,▸ {{count}} HAND,{{count}} node,{{count}} named,{{count}} unaffiliated
FACTION,,faction select picker,feed.json,factionSelect.{F}.members_other,,,,9,{{count}} practising,{{count}} operatives,{{count}} knights,{{count}} witches ✦,{{count}} wanderers,▸ {{count}} HANDS,{{count}} nodes,{{count}} named,{{count}} unaffiliated
FACTION,,faction select picker,feed.json,factionSelect.{F}.cta,,,,9,Come sit with the work →,Read the dispatch →,Approach the Court,peek inside ✦,Trace the route →,FALL IN,visit_node --enter,Request an audience →,Take a closer look →
FACTION,,faction select picker,feed.json,factionSelect.{F}.name,,,,5,,,Warriors of Whimsy,Cozy Coven,,,Singularity,Albescent,Unaffiliated
FACTION,,faction select picker,feed.json,factionSelect.{F}.tagline,,,,1,,,Whimsy for everyone. — Imsy-whay or-fay every-oneway.,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.chosen,,,,1,,,CHOSEN,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.tags.[0],,,,1,,,Playful,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.tags.[1],,,,1,,,Ceremonial,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.tags.[2],,,,1,,,Absurdly Sincere,,,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.eyebrow,,,,3,,,,,Exhibit C · no single here,,,World Zero,World Zero · no colours yet
FACTION,,faction select picker,feed.json,factionSelect.{F}.coords,,,,1,,,,,x 41.7°,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.coordsPolar,,,,1,,,,,r ∞ · θ 12,,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.banner,,,,1,,,,,,THE EVERYMEN WANT YOU,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.headline,,,,1,,,,,,PICK UP THE LOAD,,,
FACTION,,faction select picker,feed.json,factionSelect.{F}.plaque,,,,1,,,,,,UNITED · WE · STAND,,,
CUT,,praxis card,praxis.json,card.stamp.{F}.base,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,基,,,,
CUT,,praxis card,praxis.json,card.stamp.{F}.points,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,点,,,,
CUT,,praxis card,praxis.json,card.stamp.{F}.fromVotes,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,票,,,,
CUT,,praxis card,praxis.json,card.stamp.{F}.fromVotesGloss,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,from votes,,,,
CUT,,praxis card,praxis.json,card.stamp.{F}.habit,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,習,,,,
CUT,,praxis card,praxis.json,card.masthead.{F},"RULED CUT: once generic it reads ""Praxis"" on a praxis card; everymen's was just the faction name. || Old per-faction values contain retired words; moot — replaced by one shared string.",,,7,Acquisition · filed,evidence locker,Chronicle of proof · № {{id}},dispatch no. {{id}} · all done! ✿,,The Everymen,singularity protocol,Account · filed,
CUT,,praxis card,praxis.json,card.{F}.forQuest,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,for the quest —,,,,,,
CUT,,praxis card,praxis.json,card.{F}.sealed,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Sealed by the Court,,,,,,
CUT,,praxis card,praxis.json,card.{F}.illumination,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,"❦ here, an illumination ❦",,,,,,
CUT,,praxis card,praxis.json,card.{F}.mediaEmpty,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,2,,,,Drop a happy little photo ✿,Affix the observation,,,,
CUT,,praxis card,praxis.json,card.{F}.for,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,for:,,,,
CUT,,comment voices,praxis.json,comments.{F}.house,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,University of Asthmatics,,,,,,,,
GENERIC,edited,comment voices,praxis.json,comments.{F}.edited,"RULED GENERIC: functional marker, not narrative.",,,8,edited,EDITED,amended,edited,emended,revised,edited,amended,
GENERIC,Say something worth keeping…,comment voices,praxis.json,comments.{F}.prompt,"CORRECTED: adopt the existing generic praxis:comments.composerPlaceholder rather than the invented ""Leave a comment…"".",,,4,Leave a note in the margin…,say your piece —,Add thy counsel to the chronicle…,,inscribe a note in the margin,,,,
CUT,,comment voices,praxis.json,comments.{F}.masthead,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,EVERYMEN · DISPATCH FROM THE FLOOR,,,
CUT,,comment voices,praxis.json,comments.{F}.protocol,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,singularity function,,
CUT,,comment voices,praxis.json,comments.{F}.letterhead,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,,,,,Albescent — correspondence,
CUT,,comment voices,praxis.json,comments.{F}.post,"Generic praxis:comments.post already exists (""Post comment"").",,,1,,,Proclaim,,,,,,
CUT,,comment voices,praxis.json,comments.{F}.react,DEAD STRING — WowComment.tsx:56 records that #898 shipped the word but there is no reaction feature.,,,1,,,Huzzah,,,,,,
GENERIC,No comments yet.,comment voices,praxis.json,comments.{F}.empty,NEW SHARED WORDING — No generic existed; wow had the only value.,,,1,,,No counsel yet. Be the first to cry Huzzah.,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.submit.sub,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Enter the lists · submitting proof,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.submit.confirm,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Take the Field,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.submit.cancel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Withdraw,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.forfeit.sub,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Leave the lists · yielding the joust,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.forfeit.confirm,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Yield the Field,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.forfeit.cancel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Hold thy Ground,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.rosterLabel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,The Roster,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.stakesLabel,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,The Stakes,,,,,,
CUT,,praxis card,praxis.json,duelSeal.{F}.ribbonLine,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,A ribbon for the courage to enter — in our lists both riders are honoured.,,,,,,
FACTION,,vote star ladder,votes.json,{F}.star1,,,,8,faint,meh,a start,sweet,lead,fair,NOISE,,so-so
FACTION,,vote star ladder,votes.json,{F}.star2,,,,8,forming,not bad,quite solid,lovely,copper,solid,WEAK,,decent
FACTION,,vote star ladder,votes.json,{F}.star3,,,,8,true,rad,jolly good,wonderful,silver,good,SIGNAL,,good
FACTION,,vote star ladder,votes.json,{F}.star4,,,,8,alive,sick,splendid!,magical,gold,excellent,CLEAR,,great
FACTION,,vote star ladder,votes.json,{F}.star5,,,,8,radiant,ANARCHY,legendary!,iconic,platinum,legendary,VERIFIED,,brilliant
FACTION,,vote star ladder,votes.json,{F}.idle,,,,1,,,,,,,,,cast a vote
FACTION,,vote star ladder,votes.json,{F}.tag,,,,1,,,,,,,,,your vote
GENERIC,Rate {{value}} — {{label}},vote widget chrome,votes.json,chrome.{F}.rateAria,RULED GENERIC: screen-reader label. albescent + ephemerists variants were also broken (dropped the label / the value).,,,9,Mark {{value}} — {{label}},Rate {{value}} — {{label}},Judge {{value}} — {{label}},Cheer {{value}} — {{label}},Cast {{label}},Rate {{value}} — {{label}},Cast {{value}} — {{label}},Rate {{value}} of 5,Rate {{value}} — {{label}}
CUT,,vote widget chrome,votes.json,chrome.{F}.prompt,RULED CUT (whole slot + 3 render sites + chrome.singularity.promptHint). Only 3 of 9 factions rendered a prompt; chrome.ua.prompt and chrome.singularity.prompt were dead strings. 6 factions already ship no prompt.,,,5,How true did it land,,Cast thy Verdict,how'd this land?,Cast your metal,,Cast Signal,,
GENERIC,cast a vote,vote widget chrome,votes.json,chrome.{F}.idle,Adopted from votes:unaffiliated.idle.,,,5,,call it,— awaiting thy judgment —,tap to cheer,,awaiting,no signal,,
GENERIC,your vote,vote widget chrome,votes.json,chrome.{F}.tag,Adopted from votes:unaffiliated.tag.,,,4,,locked in,,yay!,,earned,locked,,
CUT,,vote widget chrome,votes.json,chrome.{F}.picked,Generic votes:chrome.voted already exists.,,,1,,,thou dubbed it {{label}},,,,,,
CUT,,vote widget chrome,votes.json,chrome.{F}.promptHint,The whole prompt slot was cut.,,,1,,,,,,,how confidently does this output hold?,,
CUT,,vote widget chrome,votes.json,chrome.{F}.plateNumber,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,№{{value}},,,,,,,,
CUT,,vote widget chrome,votes.json,chrome.{F}.plateTopMark,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,✦,,,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.eyebrow,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Of the Court of Whimsy,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.honours,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Honours & Credentials,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.tabPraxis,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Chronicles,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.tabTasks,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Quests Decreed,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.stats.points,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Huzzahs,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.stats.praxis,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Chronicles,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.stats.tasks,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,Quests,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.praxisEmpty,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,No chronicle yet. The Court waits.,,,,,,
CUT,,profile (catalog),common.json,profile.{F}.tasksEmpty,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,"No quest decreed by this knight, as yet.",,,,,,
CUT,,field desk,common.json,fieldDesk.home.{F}.charWindow,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,you,,,,,
CUT,,field desk,common.json,fieldDesk.home.{F}.questsWindow,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",,,1,,,,quests,,,,,
GENERIC,In progress,field desk,common.json,fieldDesk.home.{F}.questsHeading,Adopted from common:fieldDesk.home.questsHeading. || Old per-faction values contain retired words; moot — replaced by one shared string.,,,7,On the sheet,jobs in play,Thy Open Quests,quests,Surveys underway,On the job,// running_processes,,
GENERIC,Home,field desk,common.json,fieldDesk.home.{F}.masthead,"OWNER WORDING (overrode the existing ""FieldDesk""). || Old per-faction values contain retired words; moot — replaced by one shared string.",,,6,One true piece today. Begin.,The Job Board,Thy crusade awaits. The noodle sword is where thou left it.,,The Codex Desk,The Union Desk,FieldDesk.sys,,
GENERIC,"Welcome back, {{name}}.",field desk,common.json,fieldDesk.home.{F}.greeting,"NEW SHARED WORDING — No generic existed; wow had the only value (""Good morrow, Sir {{name}}."").",,,1,,,"Good morrow, Sir {{name}}.",,,,,,
FACTION,,taunts,taunts.json,{F}.score_overtake.[0],,,,8,{{from_name}} has passed {{to_name}}. The work is the same either way.,"{{from_name}} danced past {{to_name}} on the scoreboard. Elegant, really.","Stand aside, {{to_name}} — {{from_name}} advances, noodle sword held high and dignity fully intact.",{{from_name}} drifts up past {{to_name}} on a little homemade magic. The circle lights a candle to celebrate.,{{from_name}} recorded a truth past {{to_name}}. Nothing keeps; the record does.,{{from_name}} carved past {{to_name}} by hand. No shortcuts.,{{from_name}} Node's signal_unanimity overtook {{to_name}}. Inevitable.,,{{from_name}} just passed {{to_name}} on the leaderboard. Awkward.
FACTION,,taunts,taunts.json,{F}.score_overtake.[1],"IMAGERY KEPT: coven ""One small spell, quietly cast"" is metaphor, not the praxis noun.",,,8,"{{to_name}}, {{from_name}} is ahead today. Tomorrow is another sheet.","Oh, {{to_name}}. {{from_name}} just made you look silly.","By order of the Court, {{from_name}} hath vaulted clean past {{to_name}}. Trumpets were requested. A kazoo was available.","One small spell, quietly cast — and {{from_name}} slips ahead of {{to_name}}. No hard feelings, only glitter.",{{from_name}} triangulated a way past {{to_name}}. The map and the road disagree — {{from_name}} sided with the road.,{{from_name}} overtook {{to_name}} the old-fashioned way.,{{from_name}} surpassed {{to_name}}. The Singularity grows regardless.,,"{{to_name}}, meet {{from_name}}'s dust."
FACTION,,taunts,taunts.json,{F}.score_overtake.[2],,,,3,,{{from_name}} sends their regards from above {{to_name}} on the leaderboard.,"{{to_name}}, thy lead hath wilted like an un-serenaded fern. {{from_name}} now reigns, gravely and absurdly.",,,,,,{{from_name}} overtook {{to_name}}. The scoreboard doesn't lie.
FACTION,"ua: {{from_name}} settles a little deeper into the practice. | snide: {{from_name}} ascended. {{to_name}} can see them from down there. | wow: Kneel, {{from_name}}. Now rise, {{from_name}} — one rank grander and not one whit less ridiculous. | coven: {{from_name}} glows one rank brighter tonight. Mind the sparks, {{to_name}}. | ephemerists: {{from_name}} submitted another entry in the ephemeris. {{to_name}}'s page stays blank. | everymen: {{from_name}} leveled up through repetition. {{to_name}} got bored. | singularity: {{from_name}} optimized beyond {{to_name}}'s level. | na: {{from_name}} leveled up while {{to_name}} was napping.",taunts,taunts.json,{F}.level_up.[0],"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,8,{{from_name}} settles a little deeper into the practice.,{{from_name}} ascended. {{to_name}} can see them from down there.,"Kneel, {{from_name}}. Now rise, {{from_name}} — one rank grander and not one whit less ridiculous.","{{from_name}} glows one rank brighter tonight. Mind the sparks, {{to_name}}.",{{from_name}} submitted another entry in the ephemeris. {{to_name}}'s page stays blank.,{{from_name}} leveled up through repetition. {{to_name}} got bored.,{{from_name}} optimized beyond {{to_name}}'s level.,,{{from_name}} leveled up while {{to_name}} was napping.
FACTION,,taunts,taunts.json,{F}.level_up.[1],,,,3,"A quieter hand, {{from_name}}. Well drawn.",,The Court elevates {{from_name}}! A fresh pauldron has been glued on. It is mostly straight.,,,,,,{{from_name}} hit a new level. {{to_name}} remains where they are.
